fire,damage,roof_material,side_material,ground_deck_material,elevated_deck_material,eaves,vent_screen,window_pane,patio_cover,fence,count
bridge,affected (>0-10%),asphalt,wood,masonry,masonry,unenclosed,n/a,single pane,n/a,n/a,1
bridge,affected (>0-10%),asphalt,wood,masonry,n/a,n/a,> 1/8 in,single pane,n/a,n/a,1
bridge,affected (>0-10%),asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,affected (>0-10%),asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,affected (>0-10%),asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,1
bridge,affected (>0-10%),asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
bridge,affected (>0-10%),asphalt,wood,n/a,wood,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,affected (>0-10%),asphalt,wood,wood,n/a,enclosed,> 1/8 in,single pane,n/a,combustible,1
bridge,affected (>0-10%),masonry,masonry,n/a,n/a,n/a,<= 1/8 in,n/a,n/a,n/a,1
bridge,affected (>0-10%),metal,masonry,n/a,n/a,enclosed,n/a,single pane,non-combustible,n/a,1
bridge,affected (>0-10%),metal,metal,n/a,n/a,enclosed,n/a,single pane,n/a,n/a,1
bridge,affected (>0-10%),metal,metal,n/a,n/a,n/a,n/a,single pane,n/a,n/a,1
bridge,affected (>0-10%),n/a,masonry,n/a,n/a,n/a,<= 1/8 in,n/a,n/a,n/a,1
bridge,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2
bridge,destroyed (>50%),asphalt,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,1
bridge,destroyed (>50%),asphalt,n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,3
bridge,destroyed (>50%),asphalt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),asphalt,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),metal,masonry,masonry,n/a,n/a,n/a,n/a,n/a,n/a,2
bridge,destroyed (>50%),metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),metal,metal,masonry,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3
bridge,destroyed (>50%),metal,metal,n/a,n/a,n/a,n/a,single pane,n/a,n/a,1
bridge,destroyed (>50%),metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4
bridge,destroyed (>50%),metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,1
bridge,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3
bridge,destroyed (>50%),n/a,masonry,n/a,n/a,n/a,n/a,single pane,n/a,n/a,1
bridge,destroyed (>50%),n/a,n/a,masonry,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49
bridge,destroyed (>50%),n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,non-combustible,1
bridge,destroyed (>50%),n/a,n/a,n/a,wood,n/a,n/a,n/a,n/a,n/a,2
bridge,destroyed (>50%),n/a,n/a,wood,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),n/a,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,destroyed (>50%),wood,wood,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,n/a,1
bridge,inaccessible,asphalt,n/a,n/a,n/a,n/a,n/a,n/a,combustible,non-combustible,1
bridge,inaccessible,asphalt,wood,wood,n/a,unenclosed,n/a,n/a,n/a,non-combustible,1
bridge,inaccessible,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,22
bridge,major (25-50%),asphalt,wood,n/a,wood,enclosed,n/a,single pane,combustible,n/a,1
bridge,major (25-50%),metal,masonry,n/a,n/a,unenclosed,<= 1/8 in,n/a,combustible,n/a,1
bridge,major (25-50%),metal,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,minor (10-25%),n/a,masonry,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,masonry,composite,composite,enclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,masonry,masonry,composite,enclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,masonry,masonry,enclosed,n/a,multi pane,non-combustible,combustible,1
bridge,no damage,asphalt,masonry,masonry,masonry,enclosed,n/a,multi pane,non-combustible,non-combustible,1
bridge,no damage,asphalt,masonry,masonry,n/a,enclosed,<= 1/8 in,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,masonry,masonry,n/a,enclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,masonry,n/a,enclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,masonry,masonry,n/a,n/a,n/a,single pane,combustible,n/a,1
bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,<= 1/8 in,n/a,combustible,n/a,1
bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,combustible,1
bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,single pane,combustible,non-combustible,1
bridge,no damage,asphalt,masonry,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,2
bridge,no damage,asphalt,masonry,masonry,wood,enclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,n/a,single pane,combustible,n/a,1
bridge,no damage,asphalt,masonry,masonry,wood,unenclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,masonry,enclosed,n/a,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,masonry,n/a,masonry,enclosed,n/a,multi pane,non-combustible,n/a,1
bridge,no damage,asphalt,masonry,n/a,masonry,n/a,<= 1/8 in,n/a,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,enclosed,<= 1/8 in,multi pane,non-combustible,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,2
bridge,no damage,asphalt,masonry,n/a,n/a,enclosed,unscreened,multi pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,n/a,unscreened,n/a,combustible,non-combustible,1
bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,3
bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,n/a,combustible,n/a,1
bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,3
bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,1
bridge,no damage,asphalt,masonry,n/a,n/a,unenclosed,n/a,single pane,non-combustible,n/a,2
bridge,no damage,asphalt,masonry,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,masonry,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,masonry,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,masonry,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,masonry,n/a,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,masonry,wood,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,metal,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,n/a,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,n/a,n/a,n/a,unenclosed,n/a,single pane,n/a,combustible,1
bridge,no damage,asphalt,n/a,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,n/a,n/a,wood,unenclosed,n/a,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,vinyl,masonry,n/a,enclosed,<= 1/8 in,single pane,combustible,non-combustible,1
bridge,no damage,asphalt,vinyl,masonry,wood,unenclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,asphalt,vinyl,n/a,composite,unenclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,asphalt,vinyl,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,vinyl,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,vinyl,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,composite,composite,unenclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,composite,n/a,unenclosed,n/a,multi pane,combustible,n/a,2
bridge,no damage,asphalt,wood,composite,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,masonry,composite,enclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,masonry,composite,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,masonry,masonry,n/a,> 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,> 1/8 in,single pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,n/a,n/a,n/a,combustible,1
bridge,no damage,asphalt,wood,masonry,masonry,unenclosed,n/a,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,combustible,n/a,3
bridge,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,multi pane,n/a,n/a,3
bridge,no damage,asphalt,wood,masonry,n/a,enclosed,n/a,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,enclosed,unscreened,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,n/a,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,n/a,> 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,n/a,n/a,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,n/a,unscreened,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,combustible,non-combustible,2
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,7
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,> 1/8 in,single pane,non-combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,n/a,5
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,n/a,9
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,n/a,2
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,combustible,3
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,n/a,single pane,n/a,n/a,9
bridge,no damage,asphalt,wood,masonry,n/a,unenclosed,unscreened,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,masonry,wood,enclosed,> 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,enclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,enclosed,unscreened,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,5
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,2
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,2
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,3
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,3
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,combustible,3
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,n/a,3
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,> 1/8 in,single pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,multi pane,n/a,combustible,2
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,combustible,2
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,combustible,n/a,2
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,n/a,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,masonry,wood,unenclosed,unscreened,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,composite,unenclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,masonry,enclosed,<= 1/8 in,multi pane,n/a,combustible,2
bridge,no damage,asphalt,wood,n/a,masonry,enclosed,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,masonry,enclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,<= 1/8 in,multi pane,n/a,combustible,2
bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,> 1/8 in,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,n/a,masonry,unenclosed,n/a,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,multi pane,n/a,n/a,3
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,n/a,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,n/a,n/a,n/a,3
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,n/a,single pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,n/a,n/a,enclosed,unscreened,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,n/a,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,multi pane,n/a,n/a,3
bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,n/a,n/a,single pane,n/a,n/a,2
bridge,no damage,asphalt,wood,n/a,n/a,n/a,unscreened,n/a,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,n/a,unscreened,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,combustible,n/a,2
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,multi pane,n/a,n/a,6
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,n/a,n/a,n/a,2
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,<= 1/8 in,single pane,n/a,n/a,3
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,n/a,n/a,n/a,5
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,n/a,8
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,> 1/8 in,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,n/a,8
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,multi pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,combustible,non-combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,combustible,6
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,n/a,24
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,n/a,non-combustible,4
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,n/a,non-combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,combustible,2
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,combustible,n/a,2
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,combustible,3
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,n/a,35
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,n/a,single pane,n/a,non-combustible,4
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,unscreened,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,unscreened,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,n/a,unenclosed,unscreened,single pane,n/a,n/a,3
bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,combustible,non-combustible,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,n/a,3
bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,multi pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,<= 1/8 in,single pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,multi pane,n/a,n/a,4
bridge,no damage,asphalt,wood,n/a,wood,enclosed,> 1/8 in,single pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,multi pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,multi pane,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,multi pane,n/a,non-combustible,2
bridge,no damage,asphalt,wood,n/a,wood,enclosed,n/a,single pane,n/a,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,unscreened,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,n/a,wood,enclosed,unscreened,n/a,n/a,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,enclosed,unscreened,single pane,n/a,non-combustible,1
bridge,no damage,asphalt,wood,n/a,wood,n/a,n/a,multi pane,n/a,n/a,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,combustible,3
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,combustible,non-combustible,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,combustible,3
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,n/a,4
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,multi pane,n/a,non-combustible,3
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,combustible,n/a,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,combustible,6
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,n/a,8
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,<= 1/8 in,single pane,n/a,non-combustible,3
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,combustible,combustible,1
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,combustible,n/a,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,combustible,non-combustible,2
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,combustible,9
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,n/a,21
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,n/a,non-combustible,7
bridge,no damage,asphalt,wood,n/a,wood,unenclosed,> 1/8 in,multi pane,non-combustible,combustible,1
